Year,Nation1,Nation2,Nations,Frequency
1890,highlands and islands,scotland,highlands and islands:scotland,1
1890,macedonia,NA,macedonia:NA,48
1890,madagascar,NA,madagascar:NA,1
1890,bermuda,NA,bermuda:NA,29
1890,bengal,NA,bengal:NA,56
1890,the argentine republic,NA,the argentine republic:NA,15
1890,england,scotland,england:scotland,3
1890,cape colony,NA,cape colony:NA,1
1890,venezuela,NA,venezuela:NA,1
1890,england,italy,england:italy,1
1890,greece,NA,greece:NA,13
1890,germany,NA,germany:NA,15
1890,hindoo,NA,hindoo:NA,35
1890,leeward islands,NA,leeward islands:NA,3
1890,niger,NA,niger:NA,16
1890,india,australia,india:australia,2
1890,falkland islands,NA,falkland islands:NA,5
1890,vatican,NA,vatican:NA,71
1890,hong kong,NA,hong kong:NA,32
1890,west,highlands and islands,west:highlands and islands,2
1890,british guiana,NA,british guiana:NA,6
1890,punjab,NA,punjab:NA,21
1890,jews,russia,jews:russia,2
1890,west indies,NA,west indies:NA,28
1890,the niger,NA,the niger:NA,1
1890,chili,NA,chili:NA,30
1890,honduras,NA,honduras:NA,8
1890,ireland,central,ireland:central,1
1890,continent,NA,continent:NA,4
1890,congo free state,NA,congo free state:NA,10
1890,burma,siam,burma:siam,1
1890,oman,scotland,oman:scotland,1
1890,india,NA,india:NA,870
1891,england,NA,england:NA,40
1891,burma,NA,burma:NA,39
1891,colonial,NA,colonial:NA,2
1891,malta,NA,malta:NA,1
1891,trinidad,tobago,trinidad:tobago,1
1891,south africa,NA,south africa:NA,9
1891,home,NA,home:NA,5
1891,newfoundland,NA,newfoundland:NA,9
1891,portugal,NA,portugal:NA,16
1891,the crimea,NA,the crimea:NA,1
1891,achill,NA,achill:NA,16
1891,australia,NA,australia:NA,14
1891,transvaal,NA,transvaal:NA,5
1891,africa,NA,africa:NA,50
1891,the colonies,NA,the colonies:NA,67
1891,central,india,central:india,1
1891,guiana,NA,guiana:NA,16
1891,congo,NA,congo:NA,11
1891,imperial,NA,imperial:NA,3
1891,brazil,NA,brazil:NA,15
1891,ireland,NA,ireland:NA,527
1891,egypt,NA,egypt:NA,15
1891,europeans,china,europeans:china,1
1891,natal,NA,natal:NA,1
1891,east india,NA,east india:NA,2
1891,burma,china,burma:china,1
1891,highlands and islands,scotland,highlands and islands:scotland,1
1891,madagascar,NA,madagascar:NA,21
1891,switzerland,NA,switzerland:NA,31
1891,bermuda,NA,bermuda:NA,32
1891,central,NA,central:NA,1
1891,cyprus,NA,cyprus:NA,7
1891,bengal,NA,bengal:NA,42
1891,argentina,NA,argentina:NA,14
1891,mozambique,NA,mozambique:NA,20
1891,morocco,NA,morocco:NA,1
1891,colonies,NA,colonies:NA,31
1891,punjab,NA,punjab:NA,5
1891,british guiana,NA,british guiana:NA,26
1891,america,NA,america:NA,38
1891,jamaica,NA,jamaica:NA,1
1891,shetland,NA,shetland:NA,37
1891,west,india,west:india,2
1891,norway,NA,norway:NA,19
1891,scotland,NA,scotland:NA,143
1891,russia,NA,russia:NA,14
1891,wales,NA,wales:NA,13
1891,chili,NA,chili:NA,21
1891,gibraltar,NA,gibraltar:NA,1
1891,west india,NA,west india:NA,27
1891,honduras,NA,honduras:NA,24
1891,england,ireland,england:ireland,1
1891,west,NA,west:NA,22
1891,british honduras,NA,british honduras:NA,3
1891,india,NA,india:NA,239
1892,denmark,NA,denmark:NA,32
1892,mauritius,NA,mauritius:NA,77
1892,england,NA,england:NA,37
1892,burma,NA,burma:NA,24
1892,holland,NA,holland:NA,1
1892,british columbia,NA,british columbia:NA,57
1892,england,united states,england:united states,2
1892,central africa,NA,central africa:NA,27
1892,colonial,NA,colonial:NA,1
1892,canada,NA,canada:NA,18
1892,malta,NA,malta:NA,69
1892,france,NA,france:NA,75
1892,the falkland islands,NA,the falkland islands:NA,1
1892,canada,united states,canada:united states,1
1892,orkney,NA,orkney:NA,17
1892,south australia,NA,south australia:NA,44
1892,new zealand,NA,new zealand:NA,17
1892,south africa,NA,south africa:NA,13
1892,home,NA,home:NA,21
1892,newfoundland,NA,newfoundland:NA,24
1892,the crimea,NA,the crimea:NA,43
1892,spanish,NA,spanish:NA,1
1892,bahamas,NA,bahamas:NA,40
1892,australia,NA,australia:NA,12
1892,nyassa,NA,nyassa:NA,19
1892,west,africa,west:africa,1
1892,transvaal,NA,transvaal:NA,5
1892,africa,NA,africa:NA,134
1892,wales,ireland,wales:ireland,1
1892,the colonies,NA,the colonies:NA,20
1892,argentine republic,NA,argentine republic:NA,19
1892,victoria,NA,victoria:NA,13
1892,colonial,united kingdom,colonial:united kingdom,1
1892,swaziland,NA,swaziland:NA,1
1892,lagos,NA,lagos:NA,24
1892,spain,NA,spain:NA,59
1892,the continent,NA,the continent:NA,63
1892,imperial,africa,imperial:africa,1
1892,brazil,NA,brazil:NA,95
1892,imperial,NA,imperial:NA,31
1892,solomon islands,NA,solomon islands:NA,5
1892,ireland,NA,ireland:NA,2828
1892,egypt,NA,egypt:NA,16
1892,pacific,NA,pacific:NA,40
1892,united states,newfoundland,united states:newfoundland,1
1892,natal,NA,natal:NA,19
1892,turkey,NA,turkey:NA,21
1892,jersey,NA,jersey:NA,16
1892,east india,NA,east india:NA,14
1892,south wales,NA,south wales:NA,1
1892,highlands and islands,scotland,highlands and islands:scotland,1
1892,madagascar,NA,madagascar:NA,21
1892,arabi,NA,arabi:NA,3
1892,central,NA,central:NA,79
1892,united states,NA,united states:NA,11
1892,cyprus,NA,cyprus:NA,39
1892,queensland,NA,queensland:NA,220
1892,bengal,NA,bengal:NA,22
1892,argentina,NA,argentina:NA,28
1892,transvaal,swaziland,transvaal:swaziland,1
1892,sierra leone,NA,sierra leone:NA,16
1892,england,scotland,england:scotland,5
1892,morocco,NA,morocco:NA,74
1892,abyssinia,NA,abyssinia:NA,21
1892,niger,NA,niger:NA,29
1892,colonies,NA,colonies:NA,31
1892,swaziland,transvaal,swaziland:transvaal,1
1892,britannia,NA,britannia:NA,22
1892,falkland islands,NA,falkland islands:NA,4
1892,singapore,NA,singapore:NA,23
1892,west,highlands and islands,west:highlands and islands,1
1892,hong kong,NA,hong kong:NA,21
1892,uganda,NA,uganda:NA,189
1892,zulu,NA,zulu:NA,5
1892,afghanistan,NA,afghanistan:NA,20
1892,west india,colonies,west india:colonies,1
1892,shetland,NA,shetland:NA,42
1892,west indies,NA,west indies:NA,29
1892,north borneo,NA,north borneo:NA,1
1892,borneo,NA,borneo:NA,6
1892,scotland,NA,scotland:NA,1120
1892,russia,NA,russia:NA,22
1892,wales,NA,wales:NA,34
1892,chili,NA,chili:NA,19
1892,gibraltar,NA,gibraltar:NA,38
1892,west india,NA,west india:NA,1
1892,trinidad,NA,trinidad:NA,34
1892,england,ireland,england:ireland,3
1892,gold coast,NA,gold coast:NA,28
1892,west,NA,west:NA,22
1892,continent,NA,continent:NA,12
1892,india,NA,india:NA,345
1892,west,ireland,west:ireland,1
1893,mauritius,NA,mauritius:NA,15
1893,england,france,england:france,1
1893,armenia,NA,armenia:NA,44
1893,england,NA,england:NA,58
1893,matabele,NA,matabele:NA,10
1893,british columbia,NA,british columbia:NA,23
1893,siam,NA,siam:NA,150
1893,colonial,NA,colonial:NA,13
1893,the hebrides,NA,the hebrides:NA,18
1893,west coast,scotland,west coast:scotland,1
1893,malta,NA,malta:NA,136
1893,south africa,NA,south africa:NA,54
1893,home,NA,home:NA,700
1893,newfoundland,NA,newfoundland:NA,13
1893,spanish,NA,spanish:NA,58
1893,zanzibar,NA,zanzibar:NA,12
1893,bahamas,NA,bahamas:NA,4
1893,achill,NA,achill:NA,5
1893,assam,NA,assam:NA,36
1893,tangier,NA,tangier:NA,23
1893,new caledonia,NA,new caledonia:NA,1
1893,africa,NA,africa:NA,160
1893,atlantic,NA,atlantic:NA,13
1893,the colonies,NA,the colonies:NA,24
1893,hebrides,NA,hebrides:NA,4
1893,dominica,NA,dominica:NA,19
1893,canada,australia,canada:australia,1
1893,victoria,NA,victoria:NA,65
1893,swaziland,NA,swaziland:NA,127
1893,west coast,NA,west coast:NA,12
1893,france,siam,france:siam,8
1893,spain,NA,spain:NA,72
1893,west,scotland,west:scotland,1
1893,punjaub,NA,punjaub:NA,26
1893,zululand,NA,zululand:NA,1
1893,imperial,NA,imperial:NA,40
1893,ireland,NA,ireland:NA,1561
1893,egypt,NA,egypt:NA,189
1893,australia,canada,australia:canada,1
1893,natal,NA,natal:NA,39
1893,east india,NA,east india:NA,3
1893,united kingdom,NA,united kingdom:NA,22
1893,south wales,NA,south wales:NA,34
1893,costa rica,NA,costa rica:NA,8
1893,samoa,NA,samoa:NA,49
1893,switzerland,NA,switzerland:NA,24
1893,bechuanaland,NA,bechuanaland:NA,49
1893,caledonia,NA,caledonia:NA,4
1893,nicaragua,NA,nicaragua:NA,1
1893,united states,NA,united states:NA,137
1893,central,NA,central:NA,61
1893,cyprus,NA,cyprus:NA,6
1893,bengal,NA,bengal:NA,115
1893,india,imperial,india:imperial,2
1893,the bahamas,NA,the bahamas:NA,22
1893,niger,NA,niger:NA,8
1893,colonies,NA,colonies:NA,20
1893,roumania,NA,roumania:NA,17
1893,hong kong,NA,hong kong:NA,5
1893,new south wales,NA,new south wales:NA,1
1893,uganda,NA,uganda:NA,54
1893,jamaica,NA,jamaica:NA,29
1893,france,newfoundland,france:newfoundland,1
1893,scotland,NA,scotland:NA,344
1893,russia,NA,russia:NA,1
1893,wales,NA,wales:NA,180
1893,guernsey,NA,guernsey:NA,31
1893,gibraltar,NA,gibraltar:NA,6
1893,west india,NA,west india:NA,28
1893,trinidad,NA,trinidad:NA,22
1893,honduras,NA,honduras:NA,16
1893,austria,hungary,austria:hungary,1
1893,gold coast,NA,gold coast:NA,6
1893,west,NA,west:NA,83
1893,congo free state,NA,congo free state:NA,10
1893,home,ireland,home:ireland,1
1893,british honduras,NA,british honduras:NA,46
1893,india,NA,india:NA,323
1894,mauritius,NA,mauritius:NA,10
1894,matabele,NA,matabele:NA,64
1894,england,NA,england:NA,54
1894,burma,NA,burma:NA,1
1894,siam,NA,siam:NA,24
1894,colonial,NA,colonial:NA,13
1894,china,japan,china:japan,2
1894,canada,NA,canada:NA,38
1894,japan,NA,japan:NA,22
1894,west coast,scotland,west coast:scotland,1
1894,france,NA,france:NA,30
1894,malta,gibraltar,malta:gibraltar,2
1894,south africa,NA,south africa:NA,75
1894,pondoland,NA,pondoland:NA,20
1894,india,china,india:china,1
1894,home,NA,home:NA,30
1894,newfoundland,NA,newfoundland:NA,25
1894,zanzibar,NA,zanzibar:NA,24
1894,spanish,NA,spanish:NA,5
1894,achill,NA,achill:NA,5
1894,assam,NA,assam:NA,19
1894,west,africa,west:africa,3
1894,tangier,NA,tangier:NA,20
1894,straits settlements,NA,straits settlements:NA,70
1894,transvaal,NA,transvaal:NA,154
1894,atlantic,NA,atlantic:NA,119
1894,africa,NA,africa:NA,204
1894,the colonies,NA,the colonies:NA,108
1894,lado,NA,lado:NA,1
1894,france,congo,france:congo,1
1894,danish,NA,danish:NA,1
1894,scilly islands,NA,scilly islands:NA,4
1894,dominica,NA,dominica:NA,3
1894,victoria,NA,victoria:NA,52
1894,swaziland,NA,swaziland:NA,2
1894,west coast,NA,west coast:NA,24
1894,congo,NA,congo:NA,10
1894,france,siam,france:siam,1
1894,scotland,ireland,scotland:ireland,2
1894,china,NA,china:NA,28
1894,imperial,NA,imperial:NA,19
1894,ireland,NA,ireland:NA,1569
1894,pacific,NA,pacific:NA,14
1894,west,morocco,west:morocco,1
1894,natal,NA,natal:NA,19
1894,corea,NA,corea:NA,13
1894,east india,NA,east india:NA,11
1894,south wales,NA,south wales:NA,41
1894,costa rica,NA,costa rica:NA,24
1894,highlands and islands,NA,highlands and islands:NA,5
1894,england and wales,NA,england and wales:NA,67
1894,madagascar,NA,madagascar:NA,41
1894,samoa,NA,samoa:NA,2
1894,bechuanaland,NA,bechuanaland:NA,7
1894,caledonia,NA,caledonia:NA,8
1894,peru,NA,peru:NA,23
1894,central,NA,central:NA,49
1894,honduras,nicaragua,honduras:nicaragua,1
1894,cyprus,NA,cyprus:NA,15
1894,bengal,NA,bengal:NA,27
1894,west,england,west:england,1
1894,venezuela,NA,venezuela:NA,27
1894,panama,NA,panama:NA,5
1894,morocco,NA,morocco:NA,1
1894,germany,NA,germany:NA,45
1894,channel islands,NA,channel islands:NA,1
1894,niger,NA,niger:NA,16
1894,colonies,NA,colonies:NA,101
1894,hong kong,NA,hong kong:NA,85
1894,uganda,NA,uganda:NA,15
1894,jamaica,NA,jamaica:NA,1
1894,zulu,NA,zulu:NA,5
1894,west india,colonies,west india:colonies,1
1894,shetland,NA,shetland:NA,6
1894,the scilly islands,NA,the scilly islands:NA,1
1894,scotland,NA,scotland:NA,793
1894,the niger,NA,the niger:NA,10
1894,wales,NA,wales:NA,150
1894,guernsey,NA,guernsey:NA,23
1894,gibraltar,NA,gibraltar:NA,19
1894,west india,NA,west india:NA,10
1894,trinidad,NA,trinidad:NA,18
1894,fiji,NA,fiji:NA,74
1894,honduras,NA,honduras:NA,16
1894,france,congo free state,france:congo free state,1
1894,west,NA,west:NA,101
1894,iceland,NA,iceland:NA,15
1894,british honduras,NA,british honduras:NA,18
1894,india,NA,india:NA,469
1895,mauritius,NA,mauritius:NA,32
1895,england,france,england:france,1
1895,turkey,japan,turkey:japan,1
1895,england,NA,england:NA,44
1895,british columbia,NA,british columbia:NA,1
1895,siam,NA,siam:NA,2
1895,china,japan,china:japan,7
1895,the hebrides,NA,the hebrides:NA,10
1895,japan,NA,japan:NA,16
1895,france,NA,france:NA,13
1895,new zealand,NA,new zealand:NA,26
1895,home,NA,home:NA,40
1895,newfoundland,NA,newfoundland:NA,51
1895,zanzibar,NA,zanzibar:NA,90
1895,russia,china,russia:china,2
1895,assam,NA,assam:NA,20
1895,belgium,NA,belgium:NA,20
1895,australia,NA,australia:NA,18
1895,england,the continent,england:the continent,1
1895,west,africa,west:africa,1
1895,africa,NA,africa:NA,162
1895,the colonies,NA,the colonies:NA,105
1895,swaziland,NA,swaziland:NA,45
1895,spain,NA,spain:NA,18
1895,boer,swaziland,boer:swaziland,1
1895,malabar,NA,malabar:NA,1
1895,imperial,africa,imperial:africa,1
1895,rhodesia,NA,rhodesia:NA,21
1895,china,NA,china:NA,90
1895,imperial,NA,imperial:NA,30
1895,ireland,NA,ireland:NA,4354
1895,egypt,NA,egypt:NA,20
1895,turkey,NA,turkey:NA,39
1895,europe,NA,europe:NA,26
1895,south wales,NA,south wales:NA,28
1895,highlands and islands,NA,highlands and islands:NA,49
1895,samoa,NA,samoa:NA,33
1895,bechuanaland,NA,bechuanaland:NA,39
1895,united states,NA,united states:NA,2
1895,central,NA,central:NA,6
1895,queensland,NA,queensland:NA,5
1895,cyprus,NA,cyprus:NA,45
1895,transvaal,swaziland,transvaal:swaziland,1
1895,sierra leone,NA,sierra leone:NA,1
1895,canada,australasia,canada:australasia,1
1895,abyssinia,NA,abyssinia:NA,20
1895,colonies,NA,colonies:NA,147
1895,new south wales,NA,new south wales:NA,96
1895,japan,china,japan:china,1
1895,newfoundland,canada,newfoundland:canada,3
1895,america,NA,america:NA,20
1895,zulu,NA,zulu:NA,25
1895,boer,NA,boer:NA,51
1895,scotland,NA,scotland:NA,2049
1895,wales,NA,wales:NA,797
1895,gibraltar,NA,gibraltar:NA,72
1895,west india,NA,west india:NA,1
1895,trinidad,NA,trinidad:NA,27
1895,fiji,NA,fiji:NA,29
1895,west,NA,west:NA,190
1895,russia,united states,russia:united states,1
1895,british honduras,NA,british honduras:NA,3
1895,armenia,NA,armenia:NA,74
1895,central africa,NA,central africa:NA,1
1895,colonial,NA,colonial:NA,13
1895,canada,NA,canada:NA,55
1895,malta,NA,malta:NA,34
1895,orkney,shetland,orkney:shetland,1
1895,south africa,NA,south africa:NA,37
1895,south australia,NA,south australia:NA,3
1895,france,china,france:china,2
1895,france,canada,france:canada,1
1895,hawaii,NA,hawaii:NA,46
1895,palestine,NA,palestine:NA,1
1895,achill,NA,achill:NA,47
1895,transvaal,NA,transvaal:NA,253
1895,atlantic,NA,atlantic:NA,29
1895,hebrides,NA,hebrides:NA,4
1895,guiana,NA,guiana:NA,9
1895,papal,NA,papal:NA,1
1895,victoria,NA,victoria:NA,51
1895,france,central africa,france:central africa,1
1895,niger coast,NA,niger coast:NA,8
1895,boer,transvaal,boer:transvaal,2
1895,congo,NA,congo:NA,86
1895,scotland,ireland,scotland:ireland,1
1895,russia,corea,russia:corea,1
1895,lagos,NA,lagos:NA,1
1895,malacca,NA,malacca:NA,5
1895,home,scotland,home:scotland,1
1895,pacific,NA,pacific:NA,271
1895,east india,NA,east india:NA,2
1895,costa rica,NA,costa rica:NA,21
1895,macedonia,NA,macedonia:NA,17
1895,england and wales,NA,england and wales:NA,67
1895,madagascar,NA,madagascar:NA,32
1895,nicaragua,NA,nicaragua:NA,31
1895,france,madagascar,france:madagascar,7
1895,bengal,NA,bengal:NA,22
1895,venezuela,NA,venezuela:NA,22
1895,zululand,natal,zululand:natal,1
1895,germany,NA,germany:NA,2
1895,channel islands,NA,channel islands:NA,37
1895,niger,NA,niger:NA,120
1895,britannia,NA,britannia:NA,22
1895,nile valley,NA,nile valley:NA,41
1895,hong kong,NA,hong kong:NA,2
1895,british guiana,NA,british guiana:NA,11
1895,punjab,NA,punjab:NA,23
1895,uganda,NA,uganda:NA,59
1895,russia,abyssinia,russia:abyssinia,1
1895,ashanti,NA,ashanti:NA,13
1895,the niger,NA,the niger:NA,15
1895,guernsey,NA,guernsey:NA,45
1895,chili,NA,chili:NA,15
1895,honduras,NA,honduras:NA,24
1895,central,ireland,central:ireland,1
1895,england,ireland,england:ireland,1
1895,sweden,norway,sweden:norway,1
1895,iceland,NA,iceland:NA,1
1895,congo free state,NA,congo free state:NA,1
1895,oman,uganda,oman:uganda,1
1895,india,NA,india:NA,506
1896,mauritius,NA,mauritius:NA,1
1896,west coast,africa,west coast:africa,1
1896,england,france,england:france,1
1896,burma,punjab,burma:punjab,1
1896,england,NA,england:NA,58
1896,siam,NA,siam:NA,5
1896,bulgaria,NA,bulgaria:NA,21
1896,japan,NA,japan:NA,26
1896,france,NA,france:NA,15
1896,orkney,NA,orkney:NA,2
1896,new zealand,NA,new zealand:NA,2
1896,home,NA,home:NA,36
1896,newfoundland,NA,newfoundland:NA,2
1896,zanzibar,NA,zanzibar:NA,72
1896,russia,china,russia:china,3
1896,italy,abyssinia,italy:abyssinia,3
1896,assam,NA,assam:NA,1
1896,australia,NA,australia:NA,27
1896,africa,NA,africa:NA,388
1896,east india,africa,east india:africa,1
1896,cuba,NA,cuba:NA,39
1896,france,siam,france:siam,2
1896,spain,NA,spain:NA,14
1896,china,NA,china:NA,43
1896,spain,united states,spain:united states,1
1896,rhodesia,NA,rhodesia:NA,9
1896,imperial,NA,imperial:NA,76
1896,ireland,NA,ireland:NA,9846
1896,egypt,NA,egypt:NA,304
1896,turkey,NA,turkey:NA,128
1896,jersey,NA,jersey:NA,67
1896,south wales,NA,south wales:NA,32
1896,malay states,NA,malay states:NA,20
1896,samoa,NA,samoa:NA,2
1896,bechuanaland,NA,bechuanaland:NA,22
1896,central,NA,central:NA,1
1896,united states,NA,united states:NA,26
1896,cyprus,NA,cyprus:NA,1
1896,queensland,NA,queensland:NA,1
1896,kassala,NA,kassala:NA,2
1896,sierra leone,NA,sierra leone:NA,18
1896,morocco,NA,morocco:NA,42
1896,abyssinia,NA,abyssinia:NA,10
1896,italy,egypt,italy:egypt,2
1896,niger,niger coast,niger:niger coast,1
1896,colonies,NA,colonies:NA,89
1896,guinea,NA,guinea:NA,5
1896,united states,argentine,united states:argentine,1
1896,america,NA,america:NA,16
1896,jamaica,NA,jamaica:NA,1
1896,afghanistan,NA,afghanistan:NA,30
1896,zulu,NA,zulu:NA,1
1896,scotland,NA,scotland:NA,2428
1896,russia,NA,russia:NA,29
1896,wales,NA,wales:NA,396
1896,gibraltar,NA,gibraltar:NA,3
1896,trinidad,NA,trinidad:NA,4
1896,fiji,NA,fiji:NA,21
1896,france,england,france:england,1
1896,gold coast,NA,gold coast:NA,17
1896,west,NA,west:NA,263
1896,germany,japan,germany:japan,1
1896,italy,NA,italy:NA,19
1896,celtic,NA,celtic:NA,1
